track_name,release_year,popularity,energy,danceability,valence,tempo,artist_name
Clave Privada,1995,57,0.3,0.541,0.968,195.094,Banda El Recodo
Right Here,2014,50,0.8,0.801,0.811,120.031,Jess Glynne
Kappal Yeari Poyachu,1996,34,0.366,0.634,0.154,115.027,S. P. Balasubrahmanyam
Home Sweet Home,1978,31,0.294,0.48,0.218,130.04,Peter Gabriel
Sag Nix,2017,52,0.789,0.623,0.683,103.364,RAF Camora
"Gass (feat. Jason Futuristic, BKO & Jairzinho)",2016,54,0.845,0.927,0.575,105.011,Sevn Alias
Love Is in Control (Finger on the Trigger),1982,31,0.705,0.834,0.852,132.263,Donna Summer
Taking A Walk,2018,78,0.538,0.767,0.343,81.031,Trippie Redd
I Want To Break Free - Remastered 2011,1991,39,0.43,0.796,0.559,108.959,Queen
Why? (Keep Your Head Down),2011,43,0.969,0.649,0.494,154.089,TVXQ!
Huwag Na Huwag Mong Sasabihin,2004,51,0.685,0.38,0.357,163.884,Kitchie Nadal
Suzanne,1973,28,0.191,0.424,0.0792,111.621,Roberta Flack
Is This Love,1978,61,0.525,0.766,0.864,122.448,Bob Marley & The Wailers
"I Can't Stop Loving You - Midnight Show - Live at the International Hotel, Las Vegas, NV - August 1969",1969,26,0.57,0.36,0.694,141.792,Elvis Presley
Celebration,1992,42,0.874,0.697,0.576,121.225,Kylie Minogue
Vinoven (fеаt. Bobo),2013,17,0.768,0.588,0.678,135.807,100 Kila
Maze,2019,75,0.726,0.674,0.443,160.067,Juice WRLD
"Piano Concerto No. 4 in G Major, Op. 58: II. Andante con moto",1957,17,0.0132,0.373,0.0394,121.05,Ludwig van Beethoven
When Boy Meets Girl,1995,38,0.678,0.69,0.802,118.675,Terri Clark
Bajo el Palo E' Mango,1997,19,0.834,0.54,0.96,139.742,Diomedes Diaz
Gita,1974,26,0.88,0.309,0.567,112.264,Raul Seixas
Cantando,1967,24,0.342,0.454,0.635,105.402,Vicente Fernández
They Don't Give A F**** About Us,2002,57,0.736,0.839,0.783,81.859,2Pac
Dulce Amor (solo un latido),2010,47,0.769,0.597,0.712,128.279,Gondwana
Madrina,2018,62,0.797,0.736,0.713,122.984,Maes
Hoor,2017,52,0.432,0.321,0.366,150.148,Atif Aslam
Sen Yoluna Ben Yoluma,2012,42,0.893,0.728,0.693,127.062,Ebru Gündeş
Tel Me,2019,57,0.668,0.841,0.736,73.991,Jul
Valio la Pena,2004,37,0.962,0.586,0.962,97.036,Marc Anthony
Spread Your Love,2001,62,0.901,0.415,0.424,128.216,Black Rebel Motorcycle Club
Deep In It,1972,33,0.172,0.158,0.0761,88.242,Marvin Gaye
水平線にグレナディン,1979,14,0.208,0.43,0.0763,97.95,Yumi Matsutoya
"Parsifal, WWV 111: Act I: Prelude",1953,1,0.0341,0.097,0.0301,88.528,Richard Wagner
Tanto Mar,1978,35,0.504,0.427,0.885,180.328,Chico Buarque
Foolish Heart,1984,63,0.58,0.644,0.591,96.475,Steve Perry
Dama Divina,2006,58,0.791,0.741,0.942,147.972,Jenni Rivera
Tus Ojos Mexicanos Lindos,1984,48,0.792,0.921,0.975,119.839,Juan Gabriel
Rim vs Jhanjar,2018,51,0.813,0.659,0.67,172.026,Karan Aujla
Hang,1996,50,0.301,0.537,0.25,153.78,Matchbox Twenty
"Suite For Cello Solo No.3 In C, BWV 1009: 7. Gigue",1961,2,0.211,0.444,0.812,105.357,Johann Sebastian Bach
If There Is Something,1972,30,0.872,0.376,0.588,78.864,Roxy Music
0028 - und der Doppelgänger - Teil 21,1981,36,0.609,0.71,0.806,123.872,Die drei ???
Cantik Munafik,1993,21,0.617,0.575,0.559,77.183,Iwan Fals
037 - und der heimliche Hehler - Teil 11,1985,35,0.458,0.674,0.666,144.58,Die drei ???
Life Kills - 2003 Remaster,1980,20,0.855,0.466,0.402,162.957,The Human League
"Vida Loka, Pt. 2",2002,65,0.653,0.655,0.433,82.1,Racionais MC's
Moving On,2015,55,0.914,0.684,0.929,159.986,BTS
My Girl,1972,31,0.554,0.734,0.83,105.618,Michael Jackson
Udja Kale Kawan,2001,36,0.58,0.728,0.686,138.982,Udit Narayan
Silver Springs - 2004 Remaster,1977,61,0.576,0.348,0.428,179.014,Fleetwood Mac
Baby I'm A Fool,2009,44,0.249,0.497,0.272,113.05,Melody Gardot
Fly high,2001,22,0.976,0.569,0.617,133.861,Ayumi Hamasaki
Cabrón y Vago - En Vivo,2020,81,0.638,0.547,0.876,176.277,El Fantasma
3 Gymnopédies: No. 1 in D Major: Lent et douloureux,1984,60,0.00472,0.425,0.484,81.93,Erik Satie
Put You Down,1990,46,0.901,0.363,0.574,113.575,Alice In Chains
Hula Hoop,2021,0,0.818,0.799,0.951,175.998,Daddy Yankee
Short Circuit,2001,60,0.558,0.535,0.215,109.69,Daft Punk
CÓMO SE SIENTE - Remix,2021,0,0.606,0.807,0.304,92.988,Jhay Cortez
Chiggy Wiggy,2009,47,0.69,0.501,0.641,94.058,Kylie Minogue
Be a bá,1994,34,0.911,0.416,0.381,102.716,Raimundos
Lauw,2016,50,0.613,0.865,0.22,108.283,Boef
Kerem Gibi,1977,12,0.268,0.508,0.159,124.545,Cem Karaca
Музыка волн,1983,24,0.193,0.698,0.301,100.571,Kino
Eso Se Baila Así,1972,20,0.67,0.636,0.815,120.656,Willie Colón
Yıldızlar da Kayar,1983,36,0.456,0.449,0.385,91.626,Ferdi Tayfur
See You Soon - Live in Sydney,2003,38,0.343,0.351,0.131,77.392,Coldplay
"Partita No. 5 in G Major, BWV 829: I. Praeambulum",1955,18,0.3,0.365,0.696,70.873,Johann Sebastian Bach
Hanging On The Telephone - Remastered,1978,28,0.752,0.431,0.404,152.174,Blondie
Gözüm Kesmiyor,1991,15,0.396,0.491,0.266,107.769,Orhan Gencebay
If You Love Somebody Set Them Free - 2011 Remix,2011,17,0.845,0.622,0.924,122.678,Sting
Al Final Del Verano,1975,9,0.285,0.408,0.707,102.309,Leo Dan
Melody Fair - Alternate Mix,1969,13,0.469,0.515,0.475,81.867,Bee Gees
Ganz Wien,1981,34,0.557,0.837,0.932,117.628,Drahdiwaberl
Se Está Pasando El Tiempo,2006,33,0.501,0.494,0.923,152.246,Diomedes Diaz
Death Alley Driver,1982,33,0.83,0.433,0.583,104.176,Rainbow
Bouchon De Liège,2013,46,0.912,0.649,0.404,129.948,Kaaris
Te Soñé de Nuevo,2019,66,0.585,0.851,0.699,84.0,Ozuna
This Song Has No Title - Remastered 2014,1973,46,0.442,0.422,0.179,107.341,Elton John
Guerrero de Jah,2006,10,0.706,0.696,0.559,120.053,Zona Ganjah
La Ciudad Nunca Duerme,2001,42,0.655,0.752,0.619,90.613,Violadores Del Verso
She Doesn't Mind,2012,71,0.776,0.718,0.622,120.015,Sean Paul
Millennium,2009,42,0.789,0.599,0.424,163.965,Kollegah
浪漫手機,2005,48,0.504,0.565,0.378,170.023,Jay Chou
Pruskam honorari,2019,34,0.97,0.673,0.823,167.978,Boris Dali
What It Feels Like for a Girl,2000,46,0.627,0.67,0.582,104.988,Madonna
Youngstown,1995,42,0.172,0.587,0.411,142.803,Bruce Springsteen
O Yaara Kai See Hai Teri Bewafai,1992,22,0.467,0.469,0.629,141.832,Kumar Sanu
So Far to Go,2006,58,0.561,0.619,0.285,90.36,J Dilla
Pretty Persuasion,1984,31,0.863,0.369,0.935,159.195,R.E.M.
Las Alas de Mi Amante,2013,47,0.848,0.628,0.76,149.852,Ulises Bueno
Eternal Flame,1995,31,0.379,0.497,0.475,78.958,The Bangles
魔法鏡,2009,31,0.893,0.506,0.801,106.982,RADWIMPS
Can You Stand The Rain,1997,40,0.222,0.346,0.433,124.591,Boyz II Men
Hangover,2014,45,0.915,0.634,0.751,134.985,Alestorm
"Violin Sonata No. 5 in F Major, Op. 24 ""Spring"": 2. Adagio molto espressivo",1977,23,0.0332,0.115,0.0497,78.198,Ludwig van Beethoven
Buen Dia,2000,44,0.956,0.462,0.611,132.18,PXNDX
Corbeau blanc,2013,44,0.694,0.539,0.28,75.01,Julien Doré
Don't Put Me Out,1996,35,0.325,0.813,0.616,127.564,R. Kelly
Plaka Plaka,2010,49,0.666,0.437,0.555,86.29,Cosculluela
Tesadüf Değil,1996,17,0.382,0.735,0.795,98.071,Yıldız Tilbe
I Dedicate (Pt. 3),1994,31,0.161,0.494,0.216,116.77,Brandy
"La Traviata / Act 3: ""Annina?"" - ""Comandate?""",1977,25,0.0072,0.389,0.0515,82.089,Giuseppe Verdi
Ecstasy,1962,16,0.451,0.697,0.807,121.29,Ben E. King
"Take the ""A"" Train",2008,49,0.284,0.5,0.576,93.724,Duke Ellington
Anyone,2021,2,0.538,0.686,0.584,115.884,Justin Bieber
Sunshine Life For Me (Sail Away Raymond),1973,24,0.504,0.612,0.315,96.129,Ringo Starr
Hammer Smashed Face,1992,57,0.98,0.357,0.368,96.969,Cannibal Corpse
077 - Pistenteufel - Teil 14,1997,35,0.656,0.632,0.635,64.28,Die drei ???
Alfonso Signorini (Eroe nazionale) (feat. Elio),2013,40,0.828,0.778,0.625,127.076,Fedez
Deep Dark Dungeon,1981,38,0.595,0.74,0.873,109.278,J.J. Cale
Lost In The Stars,1959,4,0.0446,0.253,0.0921,83.598,Tony Bennett
Caliente,2019,62,0.796,0.894,0.408,99.993,Darell
Ruby Tuesday - Live / Remastered 2009,1991,31,0.878,0.446,0.435,107.843,The Rolling Stones
Hosanna,2007,58,0.634,0.404,0.0943,153.951,Hillsong UNITED
Enterlude,2006,51,0.205,0.485,0.338,135.019,The Killers
Por Que Te Quiero Tanto,2006,37,0.631,0.745,0.804,89.707,Tito Rojas
怎麼說我不愛你,2011,45,0.626,0.607,0.357,119.993,Jam Hsiao
Your Good Girl's Gonna Go Bad,1964,37,0.448,0.759,0.895,93.451,Tammy Wynette
Vasanta Raja Aala,1942,0,0.139,0.519,0.777,136.712,Lata Mangeshkar
Tight Pants,2005,43,0.701,0.699,0.787,114.109,Seeed
Jalani Mimpi,2019,52,0.806,0.564,0.558,102.039,Noah
Noche Loca,2016,44,0.753,0.752,0.911,112.094,Rombai
Sonando,2004,46,0.934,0.382,0.739,151.487,Callejeros
Casinha,2006,40,0.908,0.602,0.527,87.93,Armandinho
Contestacion a la Brasilera - Fragmento,1994,32,0.344,0.804,0.782,52.068,Carlos Vives
Yo Te Amo,1992,57,0.535,0.746,0.551,117.205,Los Temerarios
Soy Lo Prohibido,1969,18,0.255,0.495,0.18,89.521,Joan Manuel Serrat
All Goes Wrong,2017,63,0.782,0.454,0.286,174.851,Chase & Status
"Bach: St. Matthew Passion, BWV 244, Pt. 2: No. 35, Aria ""Geduld, Geduld!"" (Tenor)",1962,9,0.0155,0.262,0.155,79.931,Johann Sebastian Bach
Hazır Değilim,1994,18,0.312,0.548,0.464,77.995,Cengiz Kurtoğlu
Love Gun,1977,40,0.848,0.397,0.722,147.388,KISS
A Fila Anda - Ao Vivo,2019,67,0.697,0.751,0.555,141.427,Thiaguinho
Kids Say The Darndest Things,1968,25,0.266,0.643,0.468,110.878,Tammy Wynette
En habit de cheval: I. Choral,1949,11,0.00879,0.708,0.0,88.948,Erik Satie
Saudade em Gotas (feat. Wesley Safadão) - Ao Vivo,2019,64,0.828,0.716,0.806,124.895,Yasmin Santos
"Trio für Klavier, Klarinette und Bratsche, ""Kegelstatt""-Trio, KV 498 E-Flat Major: Andante",1943,0,0.121,0.267,0.301,74.575,Wolfgang Amadeus Mozart
Bright Mississippi - Take 3,1963,24,0.337,0.618,0.712,100.726,Thelonious Monk
Angreji Beat,2012,37,0.998,0.851,0.255,119.961,Yo Yo Honey Singh
Fighting 17th,1991,30,0.555,0.186,0.1,100.163,Hans Zimmer
E Luxo Só,1961,26,0.341,0.556,0.792,108.101,João Gilberto
Alabamy Bound,1956,10,0.402,0.801,0.976,124.715,Dean Martin
Tell the Truth,1965,40,0.279,0.756,0.788,93.379,Otis Redding
Ojalá Que No Puedas - En Vivo,2012,42,0.69,0.289,0.739,161.619,Dalila
All I Want,1987,31,0.917,0.381,0.629,120.219,The Cure
No Name No. 5,1997,40,0.194,0.502,0.148,144.94,Elliott Smith
Como Le Haces (Esas Mujeres),1992,33,0.397,0.339,0.162,83.619,José José
Un enfant,1968,16,0.349,0.209,0.176,81.436,Jacques Brel
Ese Día,1990,10,0.798,0.755,0.826,87.505,Grupo Niche
070 - Schüsse aus dem Dunkel - Teil 21,1996,35,0.481,0.574,0.869,145.017,Die drei ???
Again (Mix Cut) - Armin van Buuren Remix,2016,9,0.973,0.495,0.351,132.066,Armin van Buuren
"Gates of Eden - Live at Philharmonic Hall, New York, NY - October 1964",1964,16,0.185,0.46,0.297,174.499,Bob Dylan
Desde Que Tú Te Has Ido - En Directo,1981,36,0.28,0.653,0.402,115.182,Mocedades
Call Me,1999,72,0.825,0.56,0.74,142.669,Blondie
Desperado,1971,37,0.31,0.48,0.37,121.92,Alice Cooper
The Call Of Ktulu - Remastered,1984,53,0.926,0.31,0.158,139.012,Metallica
Chegaste,2016,56,0.396,0.561,0.444,131.324,Roberto Carlos
Gavilán o Paloma,1990,31,0.383,0.515,0.447,125.983,José José
Heat,2003,49,0.968,0.519,0.68,81.912,50 Cent
Cradle Of Love,1990,19,0.917,0.588,0.634,144.039,Billy Idol
Bye Bye Baby (Taylor’s Version) (From The Vault),2021,75,0.624,0.624,0.527,80.132,Taylor Swift
"London Trio No. 1 in C Major, Hob. IV: 1 - I. Allegro moderato - II. Andante - III. Finale: III. Finale. Vivace",1947,0,0.102,0.639,0.889,155.091,Franz Joseph Haydn
Bennie And The Jets - Remastered 2014,1973,37,0.673,0.665,0.779,132.642,Elton John
Prisionero,2008,50,0.886,0.646,0.674,125.02,Miranda!
Take This Life,2006,44,0.994,0.453,0.118,119.972,In Flames
Decidí Cambiar,1987,22,0.656,0.81,0.968,139.693,Binomio de Oro
Pajaros de Barro,1998,30,0.577,0.732,0.871,145.182,Manolo Garcia
黑暗騎士 (feat. 五月天),2013,44,0.873,0.562,0.542,115.0,JJ Lin
Say It with a Kiss (with Teddy Wilson & His Orchestra),1938,11,0.259,0.66,0.671,77.095,Billie Holiday
Butterfly,2018,66,0.27,0.785,0.12,131.894,UMI
Reap the Wild Wind - 2009 Remaster,1982,41,0.799,0.558,0.847,133.349,Ultravox
Me Enamoré,2017,70,0.879,0.74,0.948,103.71,Shakira
"16 Waltzes, Op. 39: No. 4 in E Minor",1957,4,0.376,0.159,0.597,173.774,Johannes Brahms
Historia de Taxi,1992,60,0.716,0.717,0.682,147.107,Ricardo Arjona
Haz Que Pierda La Razón,1984,23,0.275,0.392,0.743,184.038,La Sonora Santanera
Come Back...Be Here,2012,56,0.548,0.483,0.217,79.926,Taylor Swift
I'll Be There,2018,72,0.858,0.627,0.399,100.074,Jess Glynne
Ruh İkizi,2012,39,0.777,0.573,0.513,82.02,Hakan Altun
花に嵐,2014,39,0.938,0.499,0.785,109.985,Kenshi Yonezu
"Verdi : La forza del destino : Act 4 ""Io muoio... Confessione!"" [Carlo, Alvaro, Leonora]",1942,0,0.337,0.37,0.119,72.06,Giuseppe Verdi
The Final Sound,1980,29,0.135,0.489,0.0841,120.058,The Cure
Rayu,2019,64,0.579,0.528,0.434,80.776,Marion Jola
Disgustipated,1993,42,0.27,0.393,0.036,140.892,TOOL
Try (Just a Little Bit Harder),1973,27,0.886,0.628,0.432,110.462,Janis Joplin
Padana Teeyaga,2002,25,0.495,0.628,0.223,91.012,S. P. Balasubrahmanyam
It Will Rain,2011,63,0.824,0.574,0.434,149.981,Bruno Mars
Smile,1964,21,0.0434,0.415,0.139,76.526,Dean Martin
"Forever and Ever, Amen",2010,61,0.68,0.701,0.704,90.607,Randy Travis
Deus Dará de Volta Tudo pra Você,2002,34,0.502,0.656,0.35,135.931,Shirley Carvalhaes
Hey Govinda Hey Gopala (Mahamantra),1983,17,0.447,0.431,0.302,103.434,Jagjit Singh
Aaro Dure Chalo Jai,1971,14,0.368,0.433,0.49,104.629,Asha Bhosle
Ma Baker/Somebody Scream - Sash! Radio Edit,1977,35,0.898,0.776,0.717,132.001,Boney M.
The Real Me,1973,43,0.932,0.491,0.569,148.831,The Who
Runaway,2016,63,0.302,0.422,0.123,114.089,AURORA
Tijd Voor Mega Mindy,2009,32,0.756,0.573,0.36,174.969,Mega Mindy
"Goldberg Variations, BWV 988: Variation 12. Canone alla Quarta - 1955 Version",1956,12,0.473,0.237,0.977,106.849,Johann Sebastian Bach
Kasme Wade Pyar Wafa,1968,25,0.309,0.31,0.386,92.043,Manna Dey
"Drei-Hoe über d'Alm her, Jodler",1994,15,0.0103,0.596,0.501,112.344,Die Tanzgeiger
How Beautiful You Are - 2006 Remaster,1987,40,0.897,0.493,0.611,145.094,The Cure
Soi Soi,2012,39,0.834,0.574,0.726,123.75,D. Imman
El Culpable Soy Yo,1998,26,0.507,0.524,0.906,151.175,Diomedes Diaz
Uptown Funk,2017,37,0.609,0.856,0.928,114.988,Mark Ronson
Nessaja - Radio Edit [Remastered],2013,48,0.905,0.494,0.125,143.053,Scooter
Stay Away,1991,59,0.981,0.367,0.205,165.21,Nirvana
A Little Less Conversation - JXL Radio Edit Remix,2002,64,0.97,0.597,0.717,114.999,Elvis Presley
Versos Simples - Live From Brazil/2007,2007,59,0.292,0.309,0.422,165.305,Chimarruts
Then the Heartaches Begin - Stereo; 1999 Remaster,1967,7,0.619,0.542,0.771,134.57,The Hollies
Can't Be Messin' Around,2000,44,0.866,0.807,0.85,119.966,Craig David
I Need You Tonight - 2008 Remaster,1983,49,0.653,0.653,0.513,96.914,ZZ Top
Insaciable,1996,33,0.724,0.719,0.816,90.729,Eddie Santiago
Your Grace Is Enough,2010,45,0.871,0.575,0.517,119.987,Chris Tomlin
Günah Değil mi Bana?,1996,17,0.412,0.431,0.275,137.42,Kenan Doğulu
King of the Road,1996,40,0.337,0.837,0.606,120.475,Randy Travis
Море От Любов,2002,23,0.713,0.238,0.563,187.471,B.T.R.
Time Is On My Side - Mono Version / Organ Intro,1964,44,0.83,0.229,0.423,216.304,The Rolling Stones
July 19th,1994,20,0.452,0.571,0.501,96.145,Juan Luis Guerra 4.40
Pa' que sientas lo que siento,1988,22,0.191,0.442,0.537,88.405,Pedro Infante
Hair Down (feat. Kendrick Lamar),2019,69,0.489,0.793,0.47,120.097,SiR
Stringimi forte i polsi,1942,2,0.521,0.529,0.888,90.312,Mina
Polvo Y Nada,2010,51,0.732,0.657,0.531,120.151,Calibre 50
Boyfriend,2011,46,0.854,0.614,0.627,164.126,Big Time Rush
Mere Rashke Qamar,2017,58,0.83,0.718,0.771,105.012,Nusrat Fateh Ali Khan
Understood,2017,50,0.629,0.839,0.724,94.008,Rilès
現実に於て,2004,32,0.0507,0.61,0.487,133.042,Tokyo Incidents
Pássaro Proibido,1976,20,0.159,0.596,0.19,112.513,Caetano Veloso
Muttahtethum,2005,42,0.576,0.63,0.417,86.984,K. J. Yesudas
"Rondo capriccioso in E Major, Op. 14, MWV U 67",1975,11,0.0852,0.363,0.0775,112.956,Felix Mendelssohn
Can't Stand Losing You,1992,58,0.549,0.782,0.955,142.484,The Police
081 - Verdeckte Fouls - Teil 16,1998,34,0.283,0.702,0.673,78.757,Die drei ???
(There'll Be) Peace In The Valley,1965,18,0.0969,0.631,0.437,78.07,Loretta Lynn
Like I Love You,2018,50,0.588,0.863,0.751,117.911,Lost Frequencies
Family Portrait - Radio Edit,2003,47,0.697,0.647,0.821,183.698,P!nk
Deliverance,2002,44,0.973,0.283,0.275,97.303,Opeth
"Neighbor, Neighbor",1970,33,0.52,0.673,0.965,147.464,ZZ Top
SPARARE ALLA LUNA (feat. Coez),2018,54,0.681,0.732,0.151,85.041,Salmo
Whip It,1980,66,0.869,0.78,0.957,157.902,DEVO
Pense em mim,1998,54,0.599,0.504,0.73,149.743,Leandro & Leonardo
White Houses,2004,49,0.59,0.606,0.276,135.148,Vanessa Carlton
"Apples, Peaches, Bananas and Pears - 2006 Remaster",1967,26,0.594,0.621,0.368,101.532,The Monkees
Go DJ,2004,60,0.792,0.736,0.699,157.955,Lil Wayne
"Beethoven: Symphony No. 9 in D Minor, Op. 125 ""Choral"": IV. Presto - ""O Freunde, nicht diese Töne!"" (Ode to Joy)",1958,2,0.228,0.291,0.0956,111.852,Ludwig van Beethoven
Cans and Brahms - 2003 Remaster,1971,37,0.176,0.468,0.584,124.741,Yes
The Reflex - Single Version; 2010 Remaster,1983,58,0.888,0.554,0.82,126.701,Duran Duran
Just Friends,1957,42,0.566,0.435,0.756,138.052,Charlie Parker
"Chopin: Berceuse in D-Flat Major, Op. 57",1934,4,0.0832,0.372,0.168,133.575,Frédéric Chopin
Cómo te echo de menos - Unplugged,2001,42,0.609,0.496,0.385,73.772,Alejandro Sanz
This Is America,2018,55,0.463,0.854,0.549,120.024,Childish Gambino
Carmelita,1977,36,0.165,0.693,0.557,98.805,Linda Ronstadt
Le rock de Nerval,1961,27,0.364,0.693,0.635,128.088,Serge Gainsbourg
Gabino Barrera,2002,48,0.641,0.641,0.977,130.098,El Coyote Y Su Banda Tierra Santa
Precious Things - 2015 Remaster,1992,39,0.782,0.215,0.361,170.676,Tori Amos
I Ride an Old Paint,1965,17,0.273,0.458,0.32,119.634,Johnny Cash
Culo,2004,60,0.656,0.858,0.969,59.972,Lil Jon
Pensar En Ti,1993,50,0.483,0.426,0.297,129.995,Luis Miguel
"Messiah, HWV 56, Pt. 1: Behold a virgin shall conceive - Recitative",1946,0,0.0471,0.392,0.384,145.021,George Frideric Handel
迷彩,2003,43,0.838,0.176,0.487,199.282,Sheena Ringo
When We Dance,1994,38,0.309,0.641,0.328,84.022,Sting
Zeester Met Koffie,2003,33,0.401,0.754,0.737,79.993,Bart Peeters
O Quereres,1985,42,0.556,0.775,0.752,91.75,Caetano Veloso
Ana,1984,21,0.655,0.642,0.832,96.925,Franco De Vita
How Much A Dollar Cost,2015,60,0.729,0.624,0.334,87.948,Kendrick Lamar
Bitches,2011,51,0.764,0.834,0.817,96.016,Hollywood Undead
A Face In The Crowd,1989,52,0.619,0.678,0.803,105.577,Tom Petty
Galang Rambu Anarkhi,2009,42,0.538,0.589,0.827,89.385,Iwan Fals
"Ballade No. 1 in G Minor, Op. 23",1928,0,0.241,0.288,0.0482,73.179,Frédéric Chopin
Decades - 2020 Digital Master,1980,36,0.544,0.58,0.486,107.169,Joy Division
Jani O Jaani,1972,15,0.657,0.373,0.587,86.975,Kishore Kumar
"This Woman's Work - Live from MTV Unplugged, Brooklyn, NY - May 1997",1997,31,0.347,0.41,0.169,106.55,Maxwell
See the Sky About to Rain - 2016 Remaster,1974,46,0.311,0.424,0.548,86.569,Neil Young
Mi Universo,2015,62,0.647,0.646,0.68,136.001,Jesús Adrián Romero
Toma conta de mim,1995,31,0.714,0.734,0.912,121.871,João Paulo & Daniel
One More Try,1998,54,0.313,0.233,0.118,70.626,George Michael
พริบตา x STAMP,2017,33,0.762,0.713,0.728,99.073,Bird Thongchai
Somewhere Far Beyond - Remastered 2007,1992,35,0.973,0.404,0.121,94.479,Blind Guardian
Twelfth Street Rag,1955,6,0.573,0.568,0.695,123.742,Louis Armstrong
Amor Gitano,2001,27,0.437,0.877,0.846,117.774,Andrés Cepeda
I'm So Lonesome I Could Cry,1966,55,0.258,0.524,0.349,111.937,Hank Williams
Flor de Capomo,1980,31,0.313,0.675,0.978,135.643,Valentín Elizalde
Der letzte Tag,2008,54,0.833,0.763,0.817,144.874,Peter Fox
Poochho Na Kaise Maine,1963,19,0.395,0.307,0.266,142.367,Manna Dey
Candan İleri,2012,49,0.477,0.585,0.467,128.127,Musa Eroğlu
Durante una Mirada,2020,60,0.569,0.67,0.671,121.048,La Oreja de Van Gogh
Necesito Tu Amor,1987,37,0.802,0.604,0.473,103.029,Charly García
Maine Tujhe Kabhi - Yeh Vaada Raha / Soundtrack Version,1982,21,0.601,0.498,0.87,87.588,Kishore Kumar
Let Her Go - Acoustic,2013,58,0.0775,0.543,0.238,144.226,Passenger
El Día De Los Muertos,2018,62,0.456,0.507,0.964,200.604,Alfredo Olivas
Eternos Pasajeros,2017,43,0.545,0.718,0.731,93.052,Ulises Bueno
AHA,2017,46,0.677,0.49,0.502,87.28,Otsochodzi
Here Tonight [Mix Cut] - Club Mix,2014,3,0.83,0.514,0.518,131.966,Dash Berlin
Take What You Want (feat. 5 Seconds of Summer),2017,58,0.89,0.497,0.391,117.939,ONE OK ROCK
I Need You To Know,2020,23,0.739,0.442,0.156,127.749,Armin van Buuren
Terremoto,1974,15,0.673,0.597,0.777,122.364,Gilberto Gil
Saawan Mein,2001,36,0.773,0.746,0.732,96.007,Falguni Pathak
Turn You Inside-Out - Remastered,1988,32,0.792,0.307,0.667,176.852,R.E.M.
Será Que Eu Vou Virar Bolor?,1974,33,0.877,0.389,0.756,139.039,Arnaldo Baptista
Meet Me in the Hallway,2017,73,0.383,0.537,0.339,104.252,Harry Styles
Last Rites / Loved to Deth,1985,41,0.988,0.232,0.0713,141.979,Megadeth
Socorro - Live,1996,26,0.651,0.532,0.775,132.165,Cássia Eller
Cry Baby,2021,0,0.437,0.957,0.616,130.058,Megan Thee Stallion
Asesino de Acesinos,2007,45,0.7,0.701,0.757,172.124,Cartel De Santa
I Just Want To Be Your Everything,1977,56,0.648,0.651,0.868,97.017,Andy Gibb
Pero... Raquel,1964,38,0.607,0.599,0.927,95.373,Leo Dan
Tú Me Lo Haces Fácil,2020,62,0.341,0.893,0.768,90.013,Maria Becerra
Чужди грехове,2013,16,0.657,0.767,0.622,88.051,100 Kila
Batsın Bu Dünya,1998,46,0.432,0.446,0.284,81.32,Orhan Gencebay
You Belong o Me,1961,19,0.408,0.442,0.737,130.727,Sam Cooke
Nenjukkule Innarendru,1993,36,0.445,0.759,0.817,142.554,S. P. Balasubrahmanyam
"Mazurkas, Op. 67: No. 4 in A Minor",1946,5,0.0683,0.245,0.253,64.84,Frédéric Chopin
NASA,2019,72,0.458,0.747,0.47,75.029,Ariana Grande
Sin Sentimientos,1988,65,0.622,0.607,0.66,82.777,Grupo Niche
Night Life,1981,39,0.932,0.607,0.765,134.933,Foreigner
Mary Had A Little Lamb - 2018 Remaster,1973,34,0.444,0.485,0.515,175.736,Wings
Gods & Monsters,2012,59,0.725,0.352,0.339,189.767,Lana Del Rey
למה זה מגיע לנו,2019,39,0.816,0.552,0.677,85.976,Idan Raichel
Any Way You Want Me,1969,18,0.566,0.595,0.833,173.373,Bread
Pain,2004,44,0.964,0.392,0.254,168.018,Jimmy Eat World
"Gulabi Ankhen - From ""The Train""",2012,49,0.746,0.575,0.731,107.875,Mohammed Rafi
Rock Is Dead,1998,59,0.91,0.509,0.358,101.174,Marilyn Manson
No la Beses - Sesión de Estudio,2016,58,0.576,0.703,0.555,139.978,Yuridia
"Trio No. 10 in E-Flat Major, Hob. XV:10: I. Allegro moderato",1947,0,0.0645,0.417,0.379,72.647,Franz Joseph Haydn
Oh No!,2010,56,0.9,0.776,0.963,127.051,MARINA
"Nocturnes, Op. 55: No. 2 in E-Flat Major",1946,0,0.109,0.246,0.112,78.98,Frédéric Chopin
Play With Fire - Mono Version,1965,16,0.438,0.564,0.0832,108.98,The Rolling Stones
Unser Vater Is A Hausherr,1972,4,0.254,0.575,0.58,96.636,Paul Hörbiger
The Race Is On,1969,28,0.548,0.654,0.935,88.087,George Jones
You Can't Do It Right - Quadrophonic Mix;Stereo;2009 Digital Remaster,1974,21,0.843,0.668,0.798,116.307,Deep Purple
The One You Love,1982,58,0.302,0.603,0.488,75.274,Glenn Frey
Rojo,2020,75,0.595,0.652,0.444,172.27,J Balvin
Caminando Con Las Piedras,1997,37,0.55,0.518,0.593,99.509,Viejas Locas
Heart Of Glass,1978,65,0.654,0.77,0.685,114.82,Blondie
