track_name,release_year,popularity,energy,danceability,valence,tempo,artist_name
Urgent,1981,61,0.803,0.855,0.962,114.867,Foreigner
Nessun Dolore - 2001 Remaster,1987,18,0.589,0.732,0.594,101.528,Mina
Sweet Freedom,1973,24,0.575,0.244,0.215,92.078,Uriah Heep
Retirada,1960,21,0.291,0.541,0.634,91.965,Javier Solís
Phool Ahista Phenko,1975,23,0.49,0.419,0.634,78.073,Lata Mangeshkar
All To Myself,2018,69,0.781,0.646,0.565,94.975,Dan + Shay
Motivo Su Raggio Di Luna,1962,11,0.118,0.346,0.178,122.461,Chet Baker
"Vicar in a Tutu - Live in London, 1986",1988,34,0.955,0.451,0.598,131.105,The Smiths
One More Dance (with Alida),2020,37,0.761,0.726,0.558,123.954,R3HAB
La forza del destino: Act IV: Io muoio! Confessione!,1954,0,0.273,0.43,0.212,79.991,Giuseppe Verdi
"Dichterliebe, Op. 48: 2. Aus meinen Tränen sprießen",1952,0,0.133,0.315,0.369,80.725,Robert Schumann
Morado,2021,13,0.696,0.881,0.781,97.002,J Balvin
I Feel for You (2016 Rework),2016,12,0.595,0.783,0.359,126.012,Bob Sinclar
All In My Head,2012,59,0.506,0.675,0.322,129.884,Tori Kelly
Yakamonéyé - Live,1998,38,0.862,0.65,0.964,92.923,Tryo
Aquele Beijo - Ao Vivo,2014,48,0.846,0.586,0.68,83.989,Turma do Pagode
You Can't Stop Love,1968,18,0.625,0.585,0.695,121.971,Tom Jones
You're Makin' Me High,1996,50,0.576,0.852,0.902,92.123,Toni Braxton
Can I Sleep in Your Arms,1975,37,0.0856,0.41,0.234,90.137,Willie Nelson
The Christian Life,1968,33,0.513,0.547,0.745,121.528,The Byrds
Scene One: Regression,1999,41,0.164,0.563,0.449,110.203,Dream Theater
Historias de Vida y Placer,2015,43,0.95,0.553,0.793,151.919,IZAL
Faggot,2000,65,0.76,0.63,0.561,152.042,Mindless Self Indulgence
J.C.,1991,41,0.818,0.769,0.914,120.96,Mecano
Jazz Street,1973,18,0.708,0.46,0.582,112.161,Wings
Mrdil Badi Mushkil Men Tune Aaj Dala,1960,2,0.337,0.702,0.919,97.407,Asha Bhosle
Kisah Cintaku,2016,45,0.587,0.643,0.587,131.952,Noah
One Evening,2004,51,0.377,0.957,0.632,112.159,Feist
The Caves Of Altamira,1976,36,0.565,0.671,0.787,79.12,Steely Dan
Rock And Roll Music,1958,52,0.768,0.529,0.871,165.225,Chuck Berry
"Rhapsody on a Theme of Paganini, Op.43: Variation XIII: Allegro",1945,0,0.276,0.379,0.942,143.323,Sergei Rachmaninoff
When You Gonna Learn? - Remastered,1993,52,0.925,0.651,0.658,106.286,Jamiroquai
Vale Tudo - Intro (Ao Vivo),1992,34,0.947,0.494,0.71,133.241,Tim Maia
Kick Your Game,1994,45,0.679,0.77,0.845,95.885,TLC
Oye,2019,68,0.51,0.683,0.255,95.08,TINI
Sajna Hai Mujhe Sajna Ke Liye,1973,24,0.383,0.488,0.78,99.858,Asha Bhosle
Tus Ojos No Me Ven - feat. Joewell y Randy,2010,44,0.566,0.82,0.67,95.015,Joey Montana
"Symphony No. 4 in E Minor, Op. 98: Allegro non troppo",1951,0,0.199,0.165,0.152,75.35,Johannes Brahms
Goodnight Elisabeth,1996,48,0.499,0.558,0.217,80.178,Counting Crows
Konja Naal Poru,1995,24,0.712,0.823,0.757,106.212,Hariharan
De repente California - Remasterizado,1983,45,0.403,0.774,0.52,110.808,Lulu Santos
You've Got a New Light Shining in Your Eyes,1971,20,0.382,0.589,0.533,153.486,Johnny Cash
Alles Kwijt,1994,39,0.369,0.519,0.328,168.125,Marco Borsato
Dil Men Hamare Aag Lagakar,1953,0,0.217,0.256,0.654,70.806,Lata Mangeshkar
"Brahms: 21 Hungarian Dances, WoO 1: No. 5 in G Minor (Orchestral Version)",1935,0,0.163,0.352,0.554,143.219,Johannes Brahms
Steven,1975,38,0.513,0.349,0.165,149.217,Alice Cooper
7 Shots,2010,48,0.922,0.294,0.267,114.521,Volbeat
Love Scars,2017,74,0.614,0.659,0.26,119.405,Trippie Redd
New South,1981,26,0.478,0.539,0.768,79.55,"Hank Williams, Jr."
Never Die Young,1988,44,0.498,0.783,0.609,123.89,James Taylor
Buste Della Spesa,2017,52,0.674,0.643,0.474,159.976,Tedua
Blue Umbrella,1973,31,0.341,0.655,0.603,140.787,John Prine
Vaquerer?,2015,53,0.906,0.742,0.239,175.984,Sabino
A Caballo,1976,20,0.754,0.686,0.67,94.665,Rigo Tovar
It's Alright (Baby's Coming Back) - Remastered Version,1985,33,0.73,0.624,0.485,92.991,Eurythmics
Rave Jogando o L,2019,59,0.666,0.885,0.901,131.949,Mc Gw
It Had To Be You,1980,39,0.142,0.285,0.15,138.069,Frank Sinatra
Love Scars 3,2018,68,0.524,0.544,0.117,81.982,Trippie Redd
One More Red Nightmare,1974,40,0.726,0.331,0.307,106.61,King Crimson
Nanar,2005,32,0.374,0.545,0.552,82.048,Naif
Hoton Pe Hansi Dil Mein Hai Khushi,1951,0,0.271,0.786,0.874,83.5,Lata Mangeshkar
2am,2007,46,0.582,0.766,0.643,82.489,Slightly Stoopid
Aprenderé,2010,42,0.763,0.817,0.872,130.039,"Héctor Acosta ""El Torito"""
Escape (The Pina Colada Song),2013,57,0.466,0.894,0.797,135.254,Jack Johnson
The Ocean - Remaster,1973,52,0.56,0.401,0.735,88.256,Led Zeppelin
Remember The Name (feat. Eminem & 50 Cent),2019,69,0.666,0.852,0.726,91.046,Ed Sheeran
"Heavy Cloud No Rain - Live at Irving Plaza, 2011 Remix",2011,11,0.688,0.659,0.611,111.198,Sting
The Age Of The Understatement,2008,18,0.888,0.386,0.51,147.28,The Last Shadow Puppets
Folsom Prison Blues,1957,55,0.54,0.754,0.79,101.738,Johnny Cash
Mariposa tecknicolor,1996,29,0.643,0.454,0.4,122.948,Fito Paez
Mirror Mirror (Look Into My Eyes),1981,28,0.756,0.499,0.402,115.753,Def Leppard
Automatic,2014,62,0.703,0.591,0.402,95.993,Miranda Lambert
On The Radio - Long Version,1979,39,0.49,0.735,0.658,127.361,Donna Summer
In The Flesh - 2011 Remaster,1979,48,0.459,0.284,0.104,151.796,Pink Floyd
Kashmir Ki Kali Hoon Main,1961,8,0.71,0.573,0.959,85.416,Lata Mangeshkar
All For You - Eden Prince Remix,2019,5,0.808,0.697,0.592,122.012,Years & Years
I'll Be There for You,2007,39,0.208,0.424,0.25,126.404,Aiza Seguerra
(Ghost) Riders in the Sky,1970,19,0.586,0.551,0.593,109.604,Johnny Cash
Laughin' and Clownin',1963,23,0.349,0.448,0.506,178.882,Sam Cooke
"Reshmachya Reghani, Pt. 1",1963,9,0.333,0.441,0.703,103.124,Asha Bhosle
No Mas Cadenas,1992,20,0.493,0.601,0.961,79.387,Diomedes Diaz
Sometimes It's a Bitch,1991,41,0.651,0.674,0.341,119.926,Stevie Nicks
Tomorrow Can Wait,2007,49,0.497,0.676,0.327,128.106,David Guetta
"Partita No. 1 in B Minor, BWV 1002: VIII. Double",1946,0,0.147,0.466,0.977,101.93,Johann Sebastian Bach
No Diggity,2003,47,0.63,0.869,0.678,88.671,Blackstreet
Aise Na Mujhe Tum Dekho - The Unwind Mix,2015,40,0.41,0.784,0.494,92.887,Ash King
Sugar Mama,1959,22,0.267,0.572,0.675,71.576,John Lee Hooker
Chanda Mama Door Ke,1955,16,0.396,0.538,0.763,176.937,Asha Bhosle
Perfidia,1961,26,0.347,0.538,0.707,108.788,Ben E. King
Backyard Boogie,1997,52,0.603,0.853,0.546,95.936,Mack 10
Stereo Hearts (feat. Adam Levine),2011,62,0.795,0.646,0.796,89.99,Gym Class Heroes
Very Very Very,2016,55,0.963,0.744,0.788,102.985,I.O.I
To Whom It May Concern,1971,37,0.721,0.565,0.595,122.202,Rodríguez
Mr. Q,2006,40,0.818,0.792,0.792,151.969,Jolin Tsai
Flying Home,1954,22,0.53,0.774,0.703,108.25,Ella Fitzgerald
I Knew I Loved You,2009,40,0.494,0.609,0.751,84.993,Savage Garden
Kya Kare Kya Na Kare,1995,36,0.656,0.847,0.537,113.048,Udit Narayan
Close,2016,44,0.623,0.653,0.401,123.999,Nick Jonas
Mi Niña,2008,2,0.83,0.623,0.96,112.483,El Gran Combo De Puerto Rico
"Nocturnes, Op. 9: No. 2 in E-Flat Major. Andante",1946,0,0.0282,0.348,0.0767,65.675,Frédéric Chopin
"Ein deutsches Requiem, Op. 45: VII. Selig sind die Toten",1951,0,0.139,0.0805,0.0349,73.426,Johannes Brahms
"Courante, BWV 1009",1944,0,0.108,0.362,0.724,102.002,Johann Sebastian Bach
Little Sister,2005,59,0.959,0.364,0.927,161.797,Queens of the Stone Age
Helter Skelter - Remastered 2009,1968,63,0.831,0.166,0.281,167.518,The Beatles
El alma al aire,2000,48,0.859,0.5,0.714,78.625,Alejandro Sanz
Don't Cha,2005,73,0.631,0.875,0.549,120.003,The Pussycat Dolls
君が思い出になる前に,2006,48,0.68,0.636,0.349,99.095,SPITZ
Boys Don't Cry,2001,49,0.838,0.462,0.671,169.376,The Cure
Mato veio,1999,35,0.97,0.512,0.619,121.957,Raimundos
A Tu Lado,1986,30,0.383,0.55,0.351,138.063,Ana Gabriel
Trumpets,2013,57,0.703,0.627,0.64,81.897,Jason Derulo
Pure Massacre,1995,32,0.823,0.226,0.406,183.809,Silverchair
Cambio Mi Corazón - En Vivo,2018,47,0.756,0.736,0.786,102.65,Grupo 5
Oo You - Remastered 2011,1970,6,0.742,0.715,0.818,86.263,Paul McCartney
Duniya Musafirkhana,1949,0,0.141,0.675,0.952,133.471,Manna Dey
Não aprendi a dizer adeus,1991,59,0.4,0.639,0.714,107.035,Leandro & Leonardo
Why Baby Why,1977,26,0.482,0.626,0.962,76.086,George Jones
Русская мечта,2015,38,0.931,0.344,0.271,181.92,Pornofilmy
0024 - und die silberne Spinne - Teil 01,1981,37,0.667,0.631,0.65,154.674,Die drei ???
30 Denarios,1991,29,0.555,0.707,0.467,118.086,Charly García
2000 Light Years From Home - (Original Single Mono Version),2004,20,0.711,0.315,0.228,122.755,The Rolling Stones
Celebration,1999,55,0.839,0.829,0.96,121.589,Kool & The Gang
Spirits Drifting - 2004 Digital Remaster,1975,31,0.133,0.24,0.0492,101.726,Brian Eno
Lo Mejor De Tu Vida,1978,34,0.434,0.494,0.191,75.753,Julio Iglesias
All The Way - Edit,1964,23,0.186,0.224,0.192,73.919,Frank Sinatra
Me Namora,2019,57,0.289,0.626,0.339,125.796,Gabriel Elias
Saturday Night's Alright (For Fighting),2002,34,0.981,0.515,0.963,152.402,Elton John
"Kiston (From ""Roohi"")",2021,61,0.309,0.521,0.312,150.07,Sachin-Jigar
Oummi,1960,5,0.0568,0.348,0.204,65.792,Fairuz
Tenente mineirinho,1965,13,0.474,0.712,0.698,115.913,Tião Carreiro & Pardinho
Taste Of My Scythe,2000,35,0.959,0.421,0.288,97.918,Children Of Bodom
L'Amour Toujours (Tanzen Vision RMX),2000,43,0.824,0.674,0.771,137.071,Gigi D'Agostino
Ven a hacer el amor conmigo,1994,39,0.624,0.545,0.39,148.022,Leandro & Leonardo
"Me Voy Lejos, Lejos, Lejos",1977,40,0.202,0.398,0.301,77.004,Vicente Fernández
Hambre,2013,45,0.574,0.641,0.503,143.035,IZAL
Up Where We Belong,1993,54,0.429,0.573,0.361,139.097,Joe Cocker
"School Days - From ""TNT"" (Australian Release)",1997,43,0.619,0.646,0.564,137.424,AC/DC
The Hurting,1983,41,0.882,0.59,0.856,145.97,Tears For Fears
VCR,2009,59,0.482,0.755,0.48,109.354,The xx
You in My Arms - 2011 Remaster,2011,1,0.51,0.39,0.851,163.561,The Hollies
Polyamorous,2002,54,0.895,0.544,0.875,98.128,Breaking Benjamin
Reach Out for Me,1964,30,0.334,0.671,0.573,110.899,Dionne Warwick
Love Me Like You Do,2018,74,0.597,0.489,0.324,95.012,Ellie Goulding
It Don't Mean a Thing (If It Ain't Got That Swing) - 2004 Remaster,1962,18,0.619,0.557,0.699,147.198,Nina Simone
Puro Êxtase,2018,53,0.708,0.473,0.517,119.607,Barão Vermelho
Black Dog - Remaster,1971,50,0.864,0.437,0.749,81.394,Led Zeppelin
I Shall Be Free,1963,41,0.314,0.64,0.798,100.552,Bob Dylan
"California - Take 1, Solo Acoustic",1965,14,0.387,0.584,0.781,107.596,Bob Dylan
Wicked World,1970,46,0.546,0.299,0.57,168.553,Black Sabbath
Denizlere At,2014,41,0.448,0.554,0.678,159.712,Sancak
Ain't Nobody But Me,1975,45,0.585,0.512,0.632,101.771,Supertramp
Sofre,1972,28,0.51,0.362,0.542,180.497,Tim Maia
Canção do Apocalipse - Ao Vivo,2010,48,0.478,0.352,0.0761,123.219,Diante do Trono
Adoro (with Armando Manzanero),2017,57,0.623,0.739,0.831,78.84,Bronco
"Prelude in C Minor, BWV 999",1949,0,0.291,0.284,0.761,118.221,Johann Sebastian Bach
Shine,2016,3,0.712,0.661,0.494,108.005,Years & Years
Ana Milé,2006,42,0.789,0.743,0.752,89.888,Grupo Niche
İnsafa Gel,2011,45,0.832,0.597,0.454,168.011,Sagopa Kajmer
VALENTI,2003,45,0.956,0.642,0.911,104.021,BoA
Chupke Se Na Ja,1953,0,0.225,0.528,0.671,149.315,Asha Bhosle
Rock mi,1997,21,0.9,0.716,0.927,79.861,AlpenRebellen
Joan Crawford,1981,40,0.666,0.464,0.372,128.694,Blue Öyster Cult
Main Title,1977,14,0.417,0.243,0.175,99.805,John Williams
Con Olor A Pasto,1998,28,0.67,0.569,0.952,103.338,Monchito Merlo
Piano Concerto No. 3 in C Minor Op. 37: I Allegro con brio (cadenza: Moscheles),1934,0,0.111,0.269,0.127,72.411,Ludwig van Beethoven
Square Nothing,2000,38,0.912,0.493,0.507,140.118,In Flames
"Salaam Rocky Bhai (From ""Kgf Chapter 1"")",2018,51,0.948,0.735,0.525,124.031,Vijay Prakash
Tilidin,2019,61,0.673,0.631,0.721,83.504,Capital Bra
Autor da Vida - Acústico,1998,33,0.479,0.615,0.504,78.034,Oficina G3
Esquadros,1992,57,0.319,0.458,0.482,86.945,Adriana Calcanhotto
Wild Life - Remastered 2018,1971,50,0.43,0.596,0.269,129.602,Wings
Get You in the Mood - 2008 Remaster,1972,44,0.386,0.651,0.595,81.232,Eagles
Breathing,2003,63,0.932,0.382,0.57,179.581,Yellowcard
Diario,1999,28,0.433,0.67,0.646,117.554,Cultura Profética
Thank You for Sending Me an Angel - Live,1984,44,0.921,0.6,0.634,138.116,Talking Heads
Si Tu Quisieras,1984,43,0.604,0.564,0.592,103.209,Los Bukis
娘子,2000,33,0.62,0.874,0.832,136.0,Jay Chou
Chammak Challo,2011,63,0.879,0.742,0.936,133.946,Akon
Me Vuelvo Loco,2010,38,0.585,0.703,0.928,180.153,Amar Azul
Something About You - Single Version,1998,21,0.863,0.689,0.889,104.893,Level 42
イト,2018,53,0.807,0.63,0.937,131.971,Creep Hyp
Hui Sham Unka Khayal Aa Gaya,1968,11,0.328,0.413,0.347,104.207,Mohammed Rafi
Piove,2017,52,0.461,0.703,0.24,140.056,Nayt
Sea of Sin - Tonal Mix,1990,36,0.815,0.639,0.761,125.046,Depeche Mode
042 - und der weinende Sarg - Teil 07,1987,35,0.542,0.719,0.824,125.586,Die drei ???
Sansar Bananewale,1952,0,0.262,0.68,0.697,171.112,Mohammed Rafi
Bad Boys (Of Rock 'N' Roll) - 2009 Remaster,1982,26,0.589,0.356,0.836,165.237,Twisted Sister
Saddest Tale,1935,5,0.371,0.459,0.387,120.062,Duke Ellington
Die Meistersinger von Nürnberg - Act 3: Prelude,1952,0,0.00543,0.148,0.0373,104.562,Richard Wagner
"Requiem In D Minor, K.626: 4. Offertorium: Domine Jesu",1971,19,0.286,0.219,0.126,138.695,Wolfgang Amadeus Mozart
Nocturna Retro,1999,13,0.528,0.808,0.876,110.033,Umar Mash
Girl U for Me,1992,40,0.61,0.633,0.51,121.128,Silk
Rip It Up,2000,50,0.962,0.532,0.671,110.38,28 Days
Jamás,2009,49,0.745,0.642,0.916,172.156,Eddie Santiago
"Verdi : La Traviata : Act 1 ""Oh qual pallor!..."" [Violetta, Alfredo]",1954,13,0.0833,0.556,0.231,69.757,Giuseppe Verdi
Escales,2015,0,0.144,0.523,0.341,111.604,Édith Piaf
"Verdi : Don Carlo : Act 1 ""E' lui! desso! l'infante"" [Rodrigo, Don Carlo]",1952,0,0.238,0.45,0.398,131.683,Giuseppe Verdi
Mi Lamento,2010,48,0.466,0.554,0.295,71.116,Dani Martín
Bad Day,2013,45,0.373,0.45,0.246,131.735,IU
Money Won't Change You,1968,31,0.557,0.735,0.93,122.537,Aretha Franklin
Red Dawn,1992,30,0.136,0.303,0.299,179.873,Mike Oldfield
BOSS,2018,69,0.543,0.787,0.332,99.026,NCT
Payaso,1994,43,0.494,0.683,0.839,108.105,Andy Montañez
Gloomy Sunday (08-07-41),1955,9,0.0147,0.387,0.273,173.742,Billie Holiday
Paranoia Blues,1972,34,0.448,0.72,0.674,125.354,Paul Simon
King of The Mountain - 2011 Remaster,1990,38,0.939,0.556,0.831,147.926,Midnight Oil
That's My Girl,2016,56,0.851,0.598,0.612,202.046,Fifth Harmony
Stay Stay Stay,2012,57,0.748,0.729,0.928,99.981,Taylor Swift
El Rocanrol de los Idiotas,1996,45,0.673,0.686,0.89,91.592,Joaquín Sabina
Homem Torto,2017,52,0.247,0.478,0.355,170.022,kamaitachi
Hjemløs,2013,40,0.66,0.689,0.589,84.03,Rasmus Seebach
İnanma,1994,21,0.362,0.362,0.535,86.021,Cengiz Kurtoğlu
Part Time Lover,2000,10,0.989,0.675,0.85,131.017,Modern Talking
"Endless Love - From ""The Endless Love"" Soundtrack",2003,68,0.332,0.456,0.237,93.633,Lionel Richie
De Do Pet Ko Roti,1951,0,0.327,0.633,0.513,130.255,Hemant Kumar
"Violin Sonata No. 3 in D Minor, Op. 108: II. Adagio",1948,0,0.23,0.156,0.0595,97.05,Johannes Brahms
Here They Come - 2004 Remaster,1971,29,0.286,0.452,0.186,125.655,Ten Years After
The End Of The World,2004,51,0.927,0.675,0.629,119.992,The Cure
Imagine,2006,58,0.627,0.803,0.638,87.105,Snoop Dogg
Se Piovesse Il Tuo Nome,2019,53,0.712,0.561,0.2,81.958,Elisa
เดาไม่เก่ง,2021,61,0.825,0.562,0.569,95.969,Three Man Down
Por Qué No Se Van,1986,60,0.751,0.757,0.954,151.267,Los Prisioneros
Inte stor nog,2013,49,0.561,0.879,0.734,106.055,Timbuktu
Hesabım Var,1991,32,0.532,0.549,0.396,108.302,İbrahim Tatlıses
We Float,2000,46,0.553,0.526,0.244,99.095,PJ Harvey
IF YOU - KR Ver.,2016,41,0.457,0.673,0.186,141.817,BIGBANG
Bring Your Whole Crew,1998,41,0.666,0.623,0.273,96.371,DMX
"St. Matthew Passion, BWV 244 / Pt. Two: No.39 Aria: ""Erbarme dich""",1959,2,0.176,0.17,0.0678,90.258,Johann Sebastian Bach
"See, the Conqu'ring Hero Come from Judas Maccabaeus",1959,15,0.0346,0.173,0.119,76.347,George Frideric Handel
Morí,2006,58,0.517,0.613,0.118,76.117,Tranzas
Atlantis,1964,21,0.364,0.269,0.354,75.984,Donovan
I Want You Back,1995,36,0.811,0.704,0.652,103.364,Michael Jackson
You Leave Me Breathless - Rudy Van Gelder Remaster,1957,28,0.148,0.501,0.238,109.568,John Coltrane
Toda Forma De Poder,1986,51,0.947,0.325,0.593,202.846,Engenheiros Do Hawaii
Scattano Le Indagini,2002,42,0.462,0.791,0.872,99.1,Fabri Fibra
"Brandenburg Concerto No. 6 in B-Flat Major, BWV 1051: I. Allegro",1966,15,0.364,0.479,0.625,80.584,Johann Sebastian Bach
"Così fan tutte, K. 588, Act I: Un'aura amorosa (Live)",1954,0,0.139,0.203,0.107,87.468,Wolfgang Amadeus Mozart
"Sonate pour violon et piano No. 35 in A Major, K. 526: I. Molto allegro",1938,0,0.263,0.531,0.713,82.01,Wolfgang Amadeus Mozart
Holidae In,2003,61,0.791,0.81,0.948,153.067,Chingy
All Along the Watchtower,1967,56,0.41,0.581,0.697,129.175,Bob Dylan
What's It Gonna Be?! (feat. Janet Jackson),1998,52,0.934,0.797,0.519,116.438,Busta Rhymes
"3 Intermezzi, Op. 117: No. 1 in E-Flat Major, Andante moderato",1956,6,0.0105,0.449,0.122,73.517,Johannes Brahms
Throw Away Your Television,2002,43,0.883,0.559,0.326,120.517,Red Hot Chili Peppers
Será Que No Me Amas - En Vivo,2005,47,0.985,0.687,0.255,114.004,Luis Miguel
Set Up Shop,2011,40,0.875,0.652,0.709,83.478,Damian Marley
Counting Down The Days (Mix Cut) - Above & Beyond Club Mix,2015,9,0.895,0.565,0.823,128.053,Above & Beyond
She Knows (feat. Amber Coffman & Cults),2013,68,0.74,0.766,0.183,118.008,J. Cole
Takvim,2008,33,0.599,0.411,0.318,172.0,Ferhat Göçer
Monk's Mood,1952,1,0.231,0.518,0.171,69.156,Thelonious Monk
Orinoco Flow,2001,59,0.46,0.685,0.566,114.995,Enya
Correr Frente A Ti,1999,30,0.335,0.593,0.169,102.619,Luis Alberto Spinetta
Basic Space,2009,52,0.208,0.94,0.149,115.873,The xx
077 - Pistenteufel - Teil 32,1997,35,0.577,0.642,0.847,109.292,Die drei ???
Baila Mi Corazón,2007,54,0.715,0.626,0.362,132.019,Belanova
Soft Rains of April,1986,36,0.445,0.544,0.145,101.95,a-ha
Selalu CInta,2010,44,0.46,0.583,0.312,134.173,Kotak
Sambo Sambo,1993,24,0.261,0.919,0.865,104.949,A.R. Rahman
Yaarukku Mappillai,1962,3,0.505,0.595,0.724,142.354,P. Susheela
Un tale,1942,0,0.309,0.167,0.345,172.722,Mina
Begitu Indah,1999,57,0.525,0.379,0.234,167.879,Padi
Flesh and the Power It Holds,1998,47,0.965,0.329,0.198,95.201,Death
55,2017,47,0.837,0.647,0.667,117.939,Official HIGE DANdism
Upgrade U (feat. Jay-Z),2007,63,0.68,0.593,0.483,84.547,Beyoncé
Se Va Muriendo el Amor,2014,26,0.882,0.682,0.636,96.016,Agrupación Sin Ley
Tongue Tied,2011,83,0.936,0.56,0.371,112.96,Grouplove
El Wayl El Wayl Live Record,1973,10,0.378,0.328,0.382,139.678,Abdel Halim Hafez
No Quarter - Remaster,1973,49,0.342,0.33,0.0795,142.95,Led Zeppelin
אהבה אחרת,1999,14,0.751,0.683,0.703,105.062,Eyal Golan
Sigarette,2014,38,0.793,0.672,0.605,132.006,Gemitaiz
Is This Love,2008,44,0.816,0.592,0.715,119.977,Mohit Chauhan
Anos Luz,2017,63,0.498,0.634,0.299,109.817,Matuê
Pierde Los Modales,2021,6,0.768,0.675,0.591,180.053,J Balvin
911,1986,31,0.96,0.705,0.835,144.102,Cyndi Lauper
Dende,2017,52,0.773,0.813,0.74,140.019,Ghali
Population Disorder / Tempestad Tranquila / Ideas Nuevas - En Vivo,2012,42,0.842,0.721,0.684,133.951,Cultura Profética
Amianto - Acústica,2015,52,0.425,0.591,0.381,99.614,Supercombo
"Cello Concerto No. 1 in C Major, Hob.VIIb:1: III. Allegro molto",1998,46,0.121,0.375,0.453,147.398,Franz Joseph Haydn
Blue World,1983,31,0.696,0.656,0.724,127.39,The Moody Blues
Вспоминай меня,2017,49,0.452,0.831,0.441,120.055,Max Korzh
"Sonata for Piano in D Major, Op. 53 (D 850): I. Allegro vivace",1946,8,0.24,0.306,0.119,81.524,Franz Schubert
Alma Transparente - Ao Vivo,2006,46,0.626,0.434,0.516,99.845,Chico Rey & Paraná
My Own Blues,1967,22,0.376,0.724,0.837,106.571,John Lee Hooker
Kneipenterroristen,1988,35,0.955,0.392,0.45,105.263,Böhse Onkelz
"Eastern Rain - Live at The 2nd Fret, Philadelphia, PA, 11/1966",2020,16,0.212,0.598,0.172,107.183,Joni Mitchell
"Better by You, Better Than Me",1978,44,0.865,0.56,0.545,98.38,Judas Priest
Vira Homem,2020,67,0.47,0.624,0.513,76.805,Marília Mendonça
Kal Bugün,2017,52,0.711,0.565,0.453,87.987,Can Bonomo
Ancora la pioggia cadra',1978,16,0.229,0.628,0.275,124.304,Claudio Baglioni
"Verdi : La Traviata : Act 2 ""De' miei bollenti spiriti"" [Alfredo]",1954,0,0.218,0.343,0.129,134.335,Giuseppe Verdi
Nice Work If You Can Get It (10-24-47),1948,1,0.334,0.681,0.719,104.122,Thelonious Monk
Holy Grail (feat. Madman),2018,47,0.801,0.794,0.222,148.973,Gemitaiz
Theme For Ernie,1958,43,0.191,0.479,0.164,59.0,John Coltrane
"Vocalise, Op.34, No.14",1984,41,0.0724,0.07,0.0369,75.518,Sergei Rachmaninoff
Les guitares jouent,1964,5,0.861,0.517,0.815,85.195,Johnny Hallyday
C'est la vie,2020,60,0.515,0.471,0.555,146.156,Achille Lauro
"Don't Think Twice, It's All Right - Live at Philharmonic Hall, New York, NY - October 1964",1964,17,0.573,0.537,0.427,104.911,Bob Dylan
These Arms Of Mine,1991,37,0.242,0.404,0.742,177.38,Otis Redding
"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",2015,53,0.661,0.394,0.335,149.818,A$AP Rocky
"Symphony No. 2 in D Major, Op. 73: I. Allegro non troppo",1945,0,0.234,0.198,0.0697,132.904,Johannes Brahms
Abandonado - Ao Vivo Em Brazil/2008,2009,49,0.747,0.634,0.883,91.998,Exaltasamba
Do You...,2012,46,0.589,0.593,0.306,148.055,Miguel
Katte Nee,2001,32,0.558,0.648,0.691,170.104,K. S. Chithra
How Long Has This Been Going On?,1950,24,0.175,0.303,0.25,168.743,Ella Fitzgerald
Anyone,2021,0,0.538,0.686,0.584,115.884,Justin Bieber
"U.O.E.N.O. (feat. Rick Ross, Future)",2013,58,0.641,0.422,0.654,187.027,Rocko
No Time for Talk,1983,33,0.642,0.641,0.57,98.949,Christopher Cross
El Ahat,1961,19,0.412,0.417,0.453,103.001,Umm Kulthum
Eternal Love,2015,54,0.754,0.566,0.356,102.99,Michael Learns To Rock
Sign Of The Times,1978,25,0.857,0.556,0.671,138.029,Bryan Ferry
Burger Queen,2010,32,0.938,0.208,0.247,172.511,[Alexandros]
Un Osito Dormilón,2005,53,0.687,0.501,0.721,137.143,Binomio de Oro de América
"Verdi : Don Carlo : Act 1 ""Sotto ai folti, immensi abeti"" [Chorus, Tebaldo, Eboli]",1952,0,0.0984,0.333,0.453,94.34,Giuseppe Verdi
Tal Como Eres,2005,57,0.724,0.468,0.336,178.939,El Canto Del Loco
Prisencolinensinainciusol,1983,44,0.457,0.858,0.457,107.244,Adriano Celentano
Madura Jilla,2006,37,0.845,0.742,0.841,77.525,Karthik
